shipperId,carrierId,vehicleId,mileageKm,weightKg,volumeM3,goodsName,extraLoadingFee,subsidy,deduction,idempotencyKey
shipper-2,carrier-2,vehicle-1,303,2843,16,manual-import-43,23,13,7,manual-import-idem-43
shipper-1,carrier-1,vehicle-2,304,2844,17,manual-import-44,24,14,8,manual-import-idem-44
shipper-2,carrier-2,vehicle-3,305,2845,18,manual-import-45,25,0,9,manual-import-idem-45
shipper-2,carrier-2,vehicle-1,309,2849,22,manual-import-49,29,4,1,manual-import-idem-49
shipper-1,carrier-1,vehicle-2,310,2850,23,manual-import-50,30,5,2,manual-import-idem-50
shipper-2,carrier-2,vehicle-3,311,2851,24,manual-import-51,31,6,3,manual-import-idem-51
shipper-2,carrier-2,vehicle-1,315,2855,10,manual-import-55,35,10,7,manual-import-idem-55
shipper-1,carrier-1,vehicle-2,316,2856,11,manual-import-56,36,11,8,manual-import-idem-56
shipper-2,carrier-2,vehicle-3,317,2857,12,manual-import-57,37,12,9,manual-import-idem-57
shipper-2,carrier-2,vehicle-1,321,2861,16,manual-import-61,41,1,1,manual-import-idem-61
shipper-1,carrier-1,vehicle-2,322,2862,17,manual-import-62,42,2,2,manual-import-idem-62
shipper-2,carrier-2,vehicle-3,323,2863,18,manual-import-63,43,3,3,manual-import-idem-63
shipper-2,carrier-2,vehicle-1,327,2867,22,manual-import-67,47,7,7,manual-import-idem-67
shipper-1,carrier-1,vehicle-2,328,2868,23,manual-import-68,48,8,8,manual-import-idem-68
shipper-2,carrier-2,vehicle-3,329,2869,24,manual-import-69,49,9,9,manual-import-idem-69
shipper-2,carrier-2,vehicle-1,333,2873,10,manual-import-73,53,13,1,manual-import-idem-73
shipper-1,carrier-1,vehicle-2,334,2874,11,manual-import-74,54,14,2,manual-import-idem-74
shipper-2,carrier-2,vehicle-3,335,2875,12,manual-import-75,55,0,3,manual-import-idem-75
shipper-2,carrier-2,vehicle-1,339,2879,16,manual-import-79,59,4,7,manual-import-idem-79
shipper-1,carrier-1,vehicle-2,340,2880,17,manual-import-80,20,5,8,manual-import-idem-80
shipper-2,carrier-2,vehicle-3,341,2881,18,manual-import-81,21,6,9,manual-import-idem-81
shipper-2,carrier-2,vehicle-1,345,2885,22,manual-import-85,25,10,1,manual-import-idem-85
shipper-1,carrier-1,vehicle-2,346,2886,23,manual-import-86,26,11,2,manual-import-idem-86
shipper-2,carrier-2,vehicle-3,347,2887,24,manual-import-87,27,12,3,manual-import-idem-87
shipper-2,carrier-2,vehicle-1,351,2891,10,manual-import-91,31,1,7,manual-import-idem-91
shipper-1,carrier-1,vehicle-2,352,2892,11,manual-import-92,32,2,8,manual-import-idem-92
shipper-2,carrier-2,vehicle-3,353,2893,12,manual-import-93,33,3,9,manual-import-idem-93
shipper-2,carrier-2,vehicle-1,357,2897,16,manual-import-97,37,7,1,manual-import-idem-97
shipper-1,carrier-1,vehicle-2,358,2898,17,manual-import-98,38,8,2,manual-import-idem-98
shipper-2,carrier-2,vehicle-3,359,2899,18,manual-import-99,39,9,3,manual-import-idem-99
shipper-2,carrier-2,vehicle-1,363,2903,22,manual-import-103,43,13,7,manual-import-idem-103
shipper-1,carrier-1,vehicle-2,364,2904,23,manual-import-104,44,14,8,manual-import-idem-104
shipper-2,carrier-2,vehicle-3,365,2905,24,manual-import-105,45,0,9,manual-import-idem-105
shipper-2,carrier-2,vehicle-1,369,2909,10,manual-import-109,49,4,1,manual-import-idem-109
shipper-1,carrier-1,vehicle-2,370,2910,11,manual-import-110,50,5,2,manual-import-idem-110
shipper-2,carrier-2,vehicle-3,371,2911,12,manual-import-111,51,6,3,manual-import-idem-111
shipper-2,carrier-2,vehicle-1,375,2915,16,manual-import-115,55,10,7,manual-import-idem-115
shipper-1,carrier-1,vehicle-2,376,2916,17,manual-import-116,56,11,8,manual-import-idem-116
shipper-2,carrier-2,vehicle-3,377,2917,18,manual-import-117,57,12,9,manual-import-idem-117
shipper-2,carrier-2,vehicle-1,381,2921,22,manual-import-121,21,1,1,manual-import-idem-121
shipper-1,carrier-1,vehicle-2,382,2922,23,manual-import-122,22,2,2,manual-import-idem-122
shipper-2,carrier-2,vehicle-3,383,2923,24,manual-import-123,23,3,3,manual-import-idem-123
shipper-2,carrier-2,vehicle-1,387,2927,10,manual-import-127,27,7,7,manual-import-idem-127
shipper-1,carrier-1,vehicle-2,388,2928,11,manual-import-128,28,8,8,manual-import-idem-128
shipper-2,carrier-2,vehicle-3,389,2929,12,manual-import-129,29,9,9,manual-import-idem-129
shipper-2,carrier-2,vehicle-1,393,2933,16,manual-import-133,33,13,1,manual-import-idem-133
shipper-1,carrier-1,vehicle-2,394,2934,17,manual-import-134,34,14,2,manual-import-idem-134
shipper-2,carrier-2,vehicle-3,395,2935,18,manual-import-135,35,0,3,manual-import-idem-135
shipper-2,carrier-2,vehicle-1,399,2939,22,manual-import-139,39,4,7,manual-import-idem-139
shipper-1,carrier-1,vehicle-2,400,2940,23,manual-import-140,40,5,8,manual-import-idem-140
shipper-2,carrier-2,vehicle-3,401,2941,24,manual-import-141,41,6,9,manual-import-idem-141
shipper-2,carrier-2,vehicle-1,405,2945,10,manual-import-145,45,10,1,manual-import-idem-145
shipper-1,carrier-1,vehicle-2,406,2946,11,manual-import-146,46,11,2,manual-import-idem-146
shipper-2,carrier-2,vehicle-3,407,2947,12,manual-import-147,47,12,3,manual-import-idem-147
shipper-2,carrier-2,vehicle-1,411,2951,16,manual-import-151,51,1,7,manual-import-idem-151
shipper-1,carrier-1,vehicle-2,412,2952,17,manual-import-152,52,2,8,manual-import-idem-152
shipper-2,carrier-2,vehicle-3,413,2953,18,manual-import-153,53,3,9,manual-import-idem-153
shipper-2,carrier-2,vehicle-1,417,2957,22,manual-import-157,57,7,1,manual-import-idem-157
shipper-1,carrier-1,vehicle-2,418,2958,23,manual-import-158,58,8,2,manual-import-idem-158
shipper-2,carrier-2,vehicle-3,419,2959,24,manual-import-159,59,9,3,manual-import-idem-159
shipper-2,carrier-2,vehicle-1,423,2963,10,manual-import-163,23,13,7,manual-import-idem-163
shipper-1,carrier-1,vehicle-2,424,2964,11,manual-import-164,24,14,8,manual-import-idem-164
shipper-2,carrier-2,vehicle-3,425,2965,12,manual-import-165,25,0,9,manual-import-idem-165
shipper-2,carrier-2,vehicle-1,429,2969,16,manual-import-169,29,4,1,manual-import-idem-169
shipper-1,carrier-1,vehicle-2,430,2970,17,manual-import-170,30,5,2,manual-import-idem-170
shipper-2,carrier-2,vehicle-3,431,2971,18,manual-import-171,31,6,3,manual-import-idem-171
shipper-2,carrier-2,vehicle-1,435,2975,22,manual-import-175,35,10,7,manual-import-idem-175
shipper-1,carrier-1,vehicle-2,436,2976,23,manual-import-176,36,11,8,manual-import-idem-176
shipper-2,carrier-2,vehicle-3,437,2977,24,manual-import-177,37,12,9,manual-import-idem-177
shipper-2,carrier-2,vehicle-1,441,2981,10,manual-import-181,41,1,1,manual-import-idem-181
shipper-1,carrier-1,vehicle-2,442,2982,11,manual-import-182,42,2,2,manual-import-idem-182
shipper-2,carrier-2,vehicle-3,443,2983,12,manual-import-183,43,3,3,manual-import-idem-183
shipper-2,carrier-2,vehicle-1,447,2987,16,manual-import-187,47,7,7,manual-import-idem-187
shipper-1,carrier-1,vehicle-2,448,2988,17,manual-import-188,48,8,8,manual-import-idem-188
shipper-2,carrier-2,vehicle-3,449,2989,18,manual-import-189,49,9,9,manual-import-idem-189
shipper-2,carrier-2,vehicle-1,453,2993,22,manual-import-193,53,13,1,manual-import-idem-193
shipper-1,carrier-1,vehicle-2,454,2994,23,manual-import-194,54,14,2,manual-import-idem-194
shipper-2,carrier-2,vehicle-3,455,2995,24,manual-import-195,55,0,3,manual-import-idem-195
shipper-2,carrier-2,vehicle-1,459,2999,10,manual-import-199,59,4,7,manual-import-idem-199
shipper-1,carrier-1,vehicle-2,460,3000,11,manual-import-200,20,5,8,manual-import-idem-200
shipper-2,carrier-2,vehicle-3,461,3001,12,manual-import-201,21,6,9,manual-import-idem-201
shipper-2,carrier-2,vehicle-1,465,3005,16,manual-import-205,25,10,1,manual-import-idem-205
shipper-1,carrier-1,vehicle-2,466,3006,17,manual-import-206,26,11,2,manual-import-idem-206
shipper-2,carrier-2,vehicle-3,467,3007,18,manual-import-207,27,12,3,manual-import-idem-207
shipper-2,carrier-2,vehicle-1,471,3011,22,manual-import-211,31,1,7,manual-import-idem-211
shipper-1,carrier-1,vehicle-2,472,3012,23,manual-import-212,32,2,8,manual-import-idem-212
shipper-2,carrier-2,vehicle-3,473,3013,24,manual-import-213,33,3,9,manual-import-idem-213
shipper-2,carrier-2,vehicle-1,477,3017,10,manual-import-217,37,7,1,manual-import-idem-217
shipper-1,carrier-1,vehicle-2,478,3018,11,manual-import-218,38,8,2,manual-import-idem-218
shipper-2,carrier-2,vehicle-3,479,3019,12,manual-import-219,39,9,3,manual-import-idem-219
shipper-2,carrier-2,vehicle-1,483,3023,16,manual-import-223,43,13,7,manual-import-idem-223
shipper-1,carrier-1,vehicle-2,484,3024,17,manual-import-224,44,14,8,manual-import-idem-224
shipper-2,carrier-2,vehicle-3,485,3025,18,manual-import-225,45,0,9,manual-import-idem-225
shipper-2,carrier-2,vehicle-1,489,3029,22,manual-import-229,49,4,1,manual-import-idem-229
shipper-1,carrier-1,vehicle-2,490,3030,23,manual-import-230,50,5,2,manual-import-idem-230
shipper-2,carrier-2,vehicle-3,491,3031,24,manual-import-231,51,6,3,manual-import-idem-231
shipper-2,carrier-2,vehicle-1,495,3035,10,manual-import-235,55,10,7,manual-import-idem-235
shipper-1,carrier-1,vehicle-2,496,3036,11,manual-import-236,56,11,8,manual-import-idem-236
shipper-2,carrier-2,vehicle-3,497,3037,12,manual-import-237,57,12,9,manual-import-idem-237
shipper-2,carrier-2,vehicle-1,501,3041,16,manual-import-241,21,1,1,manual-import-idem-241
shipper-1,carrier-1,vehicle-2,502,3042,17,manual-import-242,22,2,2,manual-import-idem-242
shipper-2,carrier-2,vehicle-3,503,3043,18,manual-import-243,23,3,3,manual-import-idem-243
shipper-2,carrier-2,vehicle-1,507,3047,22,manual-import-247,27,7,7,manual-import-idem-247
shipper-1,carrier-1,vehicle-2,508,3048,23,manual-import-248,28,8,8,manual-import-idem-248
shipper-2,carrier-2,vehicle-3,509,3049,24,manual-import-249,29,9,9,manual-import-idem-249
shipper-2,carrier-2,vehicle-1,513,3053,10,manual-import-253,33,13,1,manual-import-idem-253
shipper-1,carrier-1,vehicle-2,514,3054,11,manual-import-254,34,14,2,manual-import-idem-254
shipper-2,carrier-2,vehicle-3,515,3055,12,manual-import-255,35,0,3,manual-import-idem-255
shipper-2,carrier-2,vehicle-1,519,3059,16,manual-import-259,39,4,7,manual-import-idem-259
shipper-1,carrier-1,vehicle-2,260,3060,17,manual-import-260,40,5,8,manual-import-idem-260
shipper-2,carrier-2,vehicle-3,261,3061,18,manual-import-261,41,6,9,manual-import-idem-261
shipper-2,carrier-2,vehicle-1,265,3065,22,manual-import-265,45,10,1,manual-import-idem-265
shipper-1,carrier-1,vehicle-2,266,3066,23,manual-import-266,46,11,2,manual-import-idem-266
shipper-2,carrier-2,vehicle-3,267,3067,24,manual-import-267,47,12,3,manual-import-idem-267
shipper-2,carrier-2,vehicle-1,271,3071,10,manual-import-271,51,1,7,manual-import-idem-271
shipper-1,carrier-1,vehicle-2,272,3072,11,manual-import-272,52,2,8,manual-import-idem-272
shipper-2,carrier-2,vehicle-3,273,3073,12,manual-import-273,53,3,9,manual-import-idem-273
shipper-2,carrier-2,vehicle-1,277,3077,16,manual-import-277,57,7,1,manual-import-idem-277
shipper-1,carrier-1,vehicle-2,278,3078,17,manual-import-278,58,8,2,manual-import-idem-278
shipper-2,carrier-2,vehicle-3,279,3079,18,manual-import-279,59,9,3,manual-import-idem-279
shipper-2,carrier-2,vehicle-1,283,3083,22,manual-import-283,23,13,7,manual-import-idem-283
shipper-1,carrier-1,vehicle-2,284,3084,23,manual-import-284,24,14,8,manual-import-idem-284
shipper-2,carrier-2,vehicle-3,285,3085,24,manual-import-285,25,0,9,manual-import-idem-285
shipper-2,carrier-2,vehicle-1,289,3089,10,manual-import-289,29,4,1,manual-import-idem-289
shipper-1,carrier-1,vehicle-2,290,3090,11,manual-import-290,30,5,2,manual-import-idem-290
shipper-2,carrier-2,vehicle-3,291,3091,12,manual-import-291,31,6,3,manual-import-idem-291
shipper-2,carrier-2,vehicle-1,295,3095,16,manual-import-295,35,10,7,manual-import-idem-295
shipper-1,carrier-1,vehicle-2,296,3096,17,manual-import-296,36,11,8,manual-import-idem-296
shipper-2,carrier-2,vehicle-3,297,3097,18,manual-import-297,37,12,9,manual-import-idem-297
shipper-2,carrier-2,vehicle-1,301,3101,22,manual-import-301,41,1,1,manual-import-idem-301
shipper-1,carrier-1,vehicle-2,302,3102,23,manual-import-302,42,2,2,manual-import-idem-302
shipper-2,carrier-2,vehicle-3,303,3103,24,manual-import-303,43,3,3,manual-import-idem-303
shipper-2,carrier-2,vehicle-1,307,3107,10,manual-import-307,47,7,7,manual-import-idem-307
shipper-1,carrier-1,vehicle-2,308,3108,11,manual-import-308,48,8,8,manual-import-idem-308
shipper-2,carrier-2,vehicle-3,309,3109,12,manual-import-309,49,9,9,manual-import-idem-309
shipper-2,carrier-2,vehicle-1,313,3113,16,manual-import-313,53,13,1,manual-import-idem-313
shipper-1,carrier-1,vehicle-2,314,3114,17,manual-import-314,54,14,2,manual-import-idem-314
shipper-2,carrier-2,vehicle-3,315,3115,18,manual-import-315,55,0,3,manual-import-idem-315
shipper-2,carrier-2,vehicle-1,319,3119,22,manual-import-319,59,4,7,manual-import-idem-319
shipper-1,carrier-1,vehicle-2,320,3120,23,manual-import-320,20,5,8,manual-import-idem-320
shipper-2,carrier-2,vehicle-3,321,3121,24,manual-import-321,21,6,9,manual-import-idem-321
shipper-2,carrier-2,vehicle-1,325,3125,10,manual-import-325,25,10,1,manual-import-idem-325
shipper-1,carrier-1,vehicle-2,326,3126,11,manual-import-326,26,11,2,manual-import-idem-326
shipper-2,carrier-2,vehicle-3,327,3127,12,manual-import-327,27,12,3,manual-import-idem-327
shipper-2,carrier-2,vehicle-1,331,3131,16,manual-import-331,31,1,7,manual-import-idem-331
shipper-1,carrier-1,vehicle-2,332,3132,17,manual-import-332,32,2,8,manual-import-idem-332
shipper-2,carrier-2,vehicle-3,333,3133,18,manual-import-333,33,3,9,manual-import-idem-333
shipper-2,carrier-2,vehicle-1,337,3137,22,manual-import-337,37,7,1,manual-import-idem-337
shipper-1,carrier-1,vehicle-2,338,3138,23,manual-import-338,38,8,2,manual-import-idem-338
shipper-2,carrier-2,vehicle-3,339,3139,24,manual-import-339,39,9,3,manual-import-idem-339
shipper-2,carrier-2,vehicle-1,343,3143,10,manual-import-343,43,13,7,manual-import-idem-343
shipper-1,carrier-1,vehicle-2,344,3144,11,manual-import-344,44,14,8,manual-import-idem-344
shipper-2,carrier-2,vehicle-3,345,3145,12,manual-import-345,45,0,9,manual-import-idem-345
shipper-2,carrier-2,vehicle-1,349,3149,16,manual-import-349,49,4,1,manual-import-idem-349
shipper-1,carrier-1,vehicle-2,350,3150,17,manual-import-350,50,5,2,manual-import-idem-350
shipper-2,carrier-2,vehicle-3,351,3151,18,manual-import-351,51,6,3,manual-import-idem-351
shipper-2,carrier-2,vehicle-1,355,3155,22,manual-import-355,55,10,7,manual-import-idem-355
shipper-1,carrier-1,vehicle-2,356,3156,23,manual-import-356,56,11,8,manual-import-idem-356
shipper-2,carrier-2,vehicle-3,357,3157,24,manual-import-357,57,12,9,manual-import-idem-357
shipper-2,carrier-2,vehicle-1,361,3161,10,manual-import-361,21,1,1,manual-import-idem-361
shipper-1,carrier-1,vehicle-2,362,3162,11,manual-import-362,22,2,2,manual-import-idem-362
shipper-2,carrier-2,vehicle-3,363,3163,12,manual-import-363,23,3,3,manual-import-idem-363
shipper-2,carrier-2,vehicle-1,367,3167,16,manual-import-367,27,7,7,manual-import-idem-367
shipper-1,carrier-1,vehicle-2,368,3168,17,manual-import-368,28,8,8,manual-import-idem-368
shipper-2,carrier-2,vehicle-3,369,3169,18,manual-import-369,29,9,9,manual-import-idem-369
shipper-2,carrier-2,vehicle-1,373,3173,22,manual-import-373,33,13,1,manual-import-idem-373
shipper-1,carrier-1,vehicle-2,374,3174,23,manual-import-374,34,14,2,manual-import-idem-374
shipper-2,carrier-2,vehicle-3,375,3175,24,manual-import-375,35,0,3,manual-import-idem-375
shipper-2,carrier-2,vehicle-1,379,3179,10,manual-import-379,39,4,7,manual-import-idem-379
shipper-1,carrier-1,vehicle-2,380,3180,11,manual-import-380,40,5,8,manual-import-idem-380
shipper-2,carrier-2,vehicle-3,381,3181,12,manual-import-381,41,6,9,manual-import-idem-381
shipper-2,carrier-2,vehicle-1,385,3185,16,manual-import-385,45,10,1,manual-import-idem-385
shipper-1,carrier-1,vehicle-2,386,3186,17,manual-import-386,46,11,2,manual-import-idem-386
shipper-2,carrier-2,vehicle-3,387,3187,18,manual-import-387,47,12,3,manual-import-idem-387
shipper-2,carrier-2,vehicle-1,391,3191,22,manual-import-391,51,1,7,manual-import-idem-391
shipper-1,carrier-1,vehicle-2,392,3192,23,manual-import-392,52,2,8,manual-import-idem-392
shipper-2,carrier-2,vehicle-3,393,3193,24,manual-import-393,53,3,9,manual-import-idem-393
shipper-2,carrier-2,vehicle-1,397,3197,10,manual-import-397,57,7,1,manual-import-idem-397
shipper-1,carrier-1,vehicle-2,398,3198,11,manual-import-398,58,8,2,manual-import-idem-398
shipper-2,carrier-2,vehicle-3,399,3199,12,manual-import-399,59,9,3,manual-import-idem-399
shipper-2,carrier-2,vehicle-1,403,3203,16,manual-import-403,23,13,7,manual-import-idem-403
shipper-1,carrier-1,vehicle-2,404,3204,17,manual-import-404,24,14,8,manual-import-idem-404
shipper-2,carrier-2,vehicle-3,405,3205,18,manual-import-405,25,0,9,manual-import-idem-405
shipper-2,carrier-2,vehicle-1,409,3209,22,manual-import-409,29,4,1,manual-import-idem-409
shipper-1,carrier-1,vehicle-2,410,3210,23,manual-import-410,30,5,2,manual-import-idem-410
shipper-2,carrier-2,vehicle-3,411,3211,24,manual-import-411,31,6,3,manual-import-idem-411
shipper-2,carrier-2,vehicle-1,415,3215,10,manual-import-415,35,10,7,manual-import-idem-415
shipper-1,carrier-1,vehicle-2,416,3216,11,manual-import-416,36,11,8,manual-import-idem-416
shipper-2,carrier-2,vehicle-3,417,3217,12,manual-import-417,37,12,9,manual-import-idem-417
shipper-2,carrier-2,vehicle-1,421,3221,16,manual-import-421,41,1,1,manual-import-idem-421
shipper-1,carrier-1,vehicle-2,422,3222,17,manual-import-422,42,2,2,manual-import-idem-422
shipper-2,carrier-2,vehicle-3,423,3223,18,manual-import-423,43,3,3,manual-import-idem-423
shipper-2,carrier-2,vehicle-1,427,3227,22,manual-import-427,47,7,7,manual-import-idem-427
shipper-1,carrier-1,vehicle-2,428,3228,23,manual-import-428,48,8,8,manual-import-idem-428
shipper-2,carrier-2,vehicle-3,429,3229,24,manual-import-429,49,9,9,manual-import-idem-429
shipper-2,carrier-2,vehicle-1,433,3233,10,manual-import-433,53,13,1,manual-import-idem-433
shipper-1,carrier-1,vehicle-2,434,3234,11,manual-import-434,54,14,2,manual-import-idem-434
shipper-2,carrier-2,vehicle-3,435,3235,12,manual-import-435,55,0,3,manual-import-idem-435
shipper-2,carrier-2,vehicle-1,439,3239,16,manual-import-439,59,4,7,manual-import-idem-439
shipper-1,carrier-1,vehicle-2,440,3240,17,manual-import-440,20,5,8,manual-import-idem-440
shipper-2,carrier-2,vehicle-3,441,3241,18,manual-import-441,21,6,9,manual-import-idem-441
shipper-2,carrier-2,vehicle-1,445,3245,22,manual-import-445,25,10,1,manual-import-idem-445
shipper-1,carrier-1,vehicle-2,446,3246,23,manual-import-446,26,11,2,manual-import-idem-446
shipper-2,carrier-2,vehicle-3,447,3247,24,manual-import-447,27,12,3,manual-import-idem-447
shipper-2,carrier-2,vehicle-1,451,3251,10,manual-import-451,31,1,7,manual-import-idem-451
shipper-1,carrier-1,vehicle-2,452,3252,11,manual-import-452,32,2,8,manual-import-idem-452
shipper-2,carrier-2,vehicle-3,453,3253,12,manual-import-453,33,3,9,manual-import-idem-453
shipper-2,carrier-2,vehicle-1,457,3257,16,manual-import-457,37,7,1,manual-import-idem-457
shipper-1,carrier-1,vehicle-2,458,3258,17,manual-import-458,38,8,2,manual-import-idem-458
shipper-2,carrier-2,vehicle-3,459,3259,18,manual-import-459,39,9,3,manual-import-idem-459
shipper-2,carrier-2,vehicle-1,463,3263,22,manual-import-463,43,13,7,manual-import-idem-463
shipper-1,carrier-1,vehicle-2,464,3264,23,manual-import-464,44,14,8,manual-import-idem-464
shipper-2,carrier-2,vehicle-3,465,3265,24,manual-import-465,45,0,9,manual-import-idem-465
shipper-2,carrier-2,vehicle-1,469,3269,10,manual-import-469,49,4,1,manual-import-idem-469
shipper-1,carrier-1,vehicle-2,470,3270,11,manual-import-470,50,5,2,manual-import-idem-470
shipper-2,carrier-2,vehicle-3,471,3271,12,manual-import-471,51,6,3,manual-import-idem-471
shipper-2,carrier-2,vehicle-1,475,3275,16,manual-import-475,55,10,7,manual-import-idem-475
shipper-1,carrier-1,vehicle-2,476,3276,17,manual-import-476,56,11,8,manual-import-idem-476
shipper-2,carrier-2,vehicle-3,477,3277,18,manual-import-477,57,12,9,manual-import-idem-477
shipper-2,carrier-2,vehicle-1,481,3281,22,manual-import-481,21,1,1,manual-import-idem-481
shipper-1,carrier-1,vehicle-2,482,3282,23,manual-import-482,22,2,2,manual-import-idem-482
shipper-2,carrier-2,vehicle-3,483,3283,24,manual-import-483,23,3,3,manual-import-idem-483
shipper-2,carrier-2,vehicle-1,487,3287,10,manual-import-487,27,7,7,manual-import-idem-487
shipper-1,carrier-1,vehicle-2,488,3288,11,manual-import-488,28,8,8,manual-import-idem-488
shipper-2,carrier-2,vehicle-3,489,3289,12,manual-import-489,29,9,9,manual-import-idem-489
shipper-2,carrier-2,vehicle-1,493,3293,16,manual-import-493,33,13,1,manual-import-idem-493
shipper-1,carrier-1,vehicle-2,494,3294,17,manual-import-494,34,14,2,manual-import-idem-494
shipper-2,carrier-2,vehicle-3,495,3295,18,manual-import-495,35,0,3,manual-import-idem-495
shipper-2,carrier-2,vehicle-1,499,3299,22,manual-import-499,39,4,7,manual-import-idem-499
shipper-1,carrier-1,vehicle-2,500,3300,23,manual-import-500,40,5,8,manual-import-idem-500
shipper-2,carrier-2,vehicle-3,501,3301,24,manual-import-501,41,6,9,manual-import-idem-501
shipper-2,carrier-2,vehicle-1,505,3305,10,manual-import-505,45,10,1,manual-import-idem-505
shipper-1,carrier-1,vehicle-2,506,3306,11,manual-import-506,46,11,2,manual-import-idem-506
shipper-2,carrier-2,vehicle-3,507,3307,12,manual-import-507,47,12,3,manual-import-idem-507
shipper-2,carrier-2,vehicle-1,511,3311,16,manual-import-511,51,1,7,manual-import-idem-511
shipper-1,carrier-1,vehicle-2,512,3312,17,manual-import-512,52,2,8,manual-import-idem-512
shipper-2,carrier-2,vehicle-3,513,3313,18,manual-import-513,53,3,9,manual-import-idem-513
shipper-2,carrier-2,vehicle-1,517,3317,22,manual-import-517,57,7,1,manual-import-idem-517
shipper-1,carrier-1,vehicle-2,518,3318,23,manual-import-518,58,8,2,manual-import-idem-518
shipper-2,carrier-2,vehicle-3,519,3319,24,manual-import-519,59,9,3,manual-import-idem-519
shipper-2,carrier-2,vehicle-1,263,3323,10,manual-import-523,23,13,7,manual-import-idem-523
shipper-1,carrier-1,vehicle-2,264,3324,11,manual-import-524,24,14,8,manual-import-idem-524
shipper-2,carrier-2,vehicle-3,265,3325,12,manual-import-525,25,0,9,manual-import-idem-525
shipper-2,carrier-2,vehicle-1,269,3329,16,manual-import-529,29,4,1,manual-import-idem-529
shipper-1,carrier-1,vehicle-2,270,3330,17,manual-import-530,30,5,2,manual-import-idem-530
shipper-2,carrier-2,vehicle-3,271,3331,18,manual-import-531,31,6,3,manual-import-idem-531
shipper-2,carrier-2,vehicle-1,275,3335,22,manual-import-535,35,10,7,manual-import-idem-535
shipper-1,carrier-1,vehicle-2,276,3336,23,manual-import-536,36,11,8,manual-import-idem-536
shipper-2,carrier-2,vehicle-3,277,3337,24,manual-import-537,37,12,9,manual-import-idem-537
shipper-2,carrier-2,vehicle-1,281,3341,10,manual-import-541,41,1,1,manual-import-idem-541
shipper-1,carrier-1,vehicle-2,282,3342,11,manual-import-542,42,2,2,manual-import-idem-542
shipper-2,carrier-2,vehicle-3,283,3343,12,manual-import-543,43,3,3,manual-import-idem-543
shipper-2,carrier-2,vehicle-1,287,3347,16,manual-import-547,47,7,7,manual-import-idem-547
shipper-1,carrier-1,vehicle-2,288,3348,17,manual-import-548,48,8,8,manual-import-idem-548
shipper-2,carrier-2,vehicle-3,289,3349,18,manual-import-549,49,9,9,manual-import-idem-549
shipper-2,carrier-2,vehicle-1,293,3353,22,manual-import-553,53,13,1,manual-import-idem-553
shipper-1,carrier-1,vehicle-2,294,3354,23,manual-import-554,54,14,2,manual-import-idem-554
shipper-2,carrier-2,vehicle-3,295,3355,24,manual-import-555,55,0,3,manual-import-idem-555
shipper-2,carrier-2,vehicle-1,299,3359,10,manual-import-559,59,4,7,manual-import-idem-559
shipper-1,carrier-1,vehicle-2,300,3360,11,manual-import-560,20,5,8,manual-import-idem-560
shipper-2,carrier-2,vehicle-3,301,3361,12,manual-import-561,21,6,9,manual-import-idem-561
shipper-2,carrier-2,vehicle-1,305,3365,16,manual-import-565,25,10,1,manual-import-idem-565
