shipperId,carrierId,vehicleId,mileageKm,weightKg,volumeM3,goodsName,extraLoadingFee,subsidy,deduction,idempotencyKey
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-37,20,0,0,bulk-import-idem-37
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-38,20,0,0,bulk-import-idem-38
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-39,20,0,0,bulk-import-idem-39
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-40,20,0,0,bulk-import-idem-40
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-41,20,0,0,bulk-import-idem-41
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-42,20,0,0,bulk-import-idem-42
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-43,20,0,0,bulk-import-idem-43
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-44,20,0,0,bulk-import-idem-44
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-45,20,0,0,bulk-import-idem-45
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-46,20,0,0,bulk-import-idem-46
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-47,20,0,0,bulk-import-idem-47
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-48,20,0,0,bulk-import-idem-48
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-49,20,0,0,bulk-import-idem-49
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-50,20,0,0,bulk-import-idem-50
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-51,20,0,0,bulk-import-idem-51
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-52,20,0,0,bulk-import-idem-52
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-53,20,0,0,bulk-import-idem-53
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-54,20,0,0,bulk-import-idem-54
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-55,20,0,0,bulk-import-idem-55
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-56,20,0,0,bulk-import-idem-56
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-57,20,0,0,bulk-import-idem-57
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-58,20,0,0,bulk-import-idem-58
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-59,20,0,0,bulk-import-idem-59
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-60,20,0,0,bulk-import-idem-60
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-61,20,0,0,bulk-import-idem-61
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-62,20,0,0,bulk-import-idem-62
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-63,20,0,0,bulk-import-idem-63
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-64,20,0,0,bulk-import-idem-64
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-65,20,0,0,bulk-import-idem-65
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-66,20,0,0,bulk-import-idem-66
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-67,20,0,0,bulk-import-idem-67
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-68,20,0,0,bulk-import-idem-68
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-69,20,0,0,bulk-import-idem-69
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-70,20,0,0,bulk-import-idem-70
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-71,20,0,0,bulk-import-idem-71
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-72,20,0,0,bulk-import-idem-72
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-73,20,0,0,bulk-import-idem-73
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-74,20,0,0,bulk-import-idem-74
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-75,20,0,0,bulk-import-idem-75
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-76,20,0,0,bulk-import-idem-76
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-77,20,0,0,bulk-import-idem-77
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-78,20,0,0,bulk-import-idem-78
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-79,20,0,0,bulk-import-idem-79
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-80,20,0,0,bulk-import-idem-80
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-81,20,0,0,bulk-import-idem-81
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-82,20,0,0,bulk-import-idem-82
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-83,20,0,0,bulk-import-idem-83
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-84,20,0,0,bulk-import-idem-84
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-85,20,0,0,bulk-import-idem-85
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-86,20,0,0,bulk-import-idem-86
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-87,20,0,0,bulk-import-idem-87
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-88,20,0,0,bulk-import-idem-88
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-89,20,0,0,bulk-import-idem-89
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-90,20,0,0,bulk-import-idem-90
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-91,20,0,0,bulk-import-idem-91
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-92,20,0,0,bulk-import-idem-92
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-93,20,0,0,bulk-import-idem-93
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-94,20,0,0,bulk-import-idem-94
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-95,20,0,0,bulk-import-idem-95
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-96,20,0,0,bulk-import-idem-96
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-97,20,0,0,bulk-import-idem-97
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-98,20,0,0,bulk-import-idem-98
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-99,20,0,0,bulk-import-idem-99
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-100,20,0,0,bulk-import-idem-100
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-101,20,0,0,bulk-import-idem-101
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-102,20,0,0,bulk-import-idem-102
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-103,20,0,0,bulk-import-idem-103
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-104,20,0,0,bulk-import-idem-104
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-105,20,0,0,bulk-import-idem-105
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-106,20,0,0,bulk-import-idem-106
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-107,20,0,0,bulk-import-idem-107
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-108,20,0,0,bulk-import-idem-108
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-109,20,0,0,bulk-import-idem-109
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-110,20,0,0,bulk-import-idem-110
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-111,20,0,0,bulk-import-idem-111
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-112,20,0,0,bulk-import-idem-112
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-113,20,0,0,bulk-import-idem-113
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-114,20,0,0,bulk-import-idem-114
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-115,20,0,0,bulk-import-idem-115
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-116,20,0,0,bulk-import-idem-116
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-117,20,0,0,bulk-import-idem-117
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-118,20,0,0,bulk-import-idem-118
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-119,20,0,0,bulk-import-idem-119
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-120,20,0,0,bulk-import-idem-120
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-121,20,0,0,bulk-import-idem-121
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-122,20,0,0,bulk-import-idem-122
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-123,20,0,0,bulk-import-idem-123
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-124,20,0,0,bulk-import-idem-124
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-125,20,0,0,bulk-import-idem-125
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-126,20,0,0,bulk-import-idem-126
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-127,20,0,0,bulk-import-idem-127
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-128,20,0,0,bulk-import-idem-128
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-129,20,0,0,bulk-import-idem-129
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-130,20,0,0,bulk-import-idem-130
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-131,20,0,0,bulk-import-idem-131
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-132,20,0,0,bulk-import-idem-132
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-133,20,0,0,bulk-import-idem-133
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-134,20,0,0,bulk-import-idem-134
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-135,20,0,0,bulk-import-idem-135
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-136,20,0,0,bulk-import-idem-136
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-137,20,0,0,bulk-import-idem-137
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-138,20,0,0,bulk-import-idem-138
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-139,20,0,0,bulk-import-idem-139
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-140,20,0,0,bulk-import-idem-140
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-141,20,0,0,bulk-import-idem-141
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-142,20,0,0,bulk-import-idem-142
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-143,20,0,0,bulk-import-idem-143
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-144,20,0,0,bulk-import-idem-144
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-145,20,0,0,bulk-import-idem-145
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-146,20,0,0,bulk-import-idem-146
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-147,20,0,0,bulk-import-idem-147
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-148,20,0,0,bulk-import-idem-148
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-149,20,0,0,bulk-import-idem-149
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-150,20,0,0,bulk-import-idem-150
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-151,20,0,0,bulk-import-idem-151
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-152,20,0,0,bulk-import-idem-152
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-153,20,0,0,bulk-import-idem-153
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-154,20,0,0,bulk-import-idem-154
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-155,20,0,0,bulk-import-idem-155
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-156,20,0,0,bulk-import-idem-156
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-157,20,0,0,bulk-import-idem-157
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-158,20,0,0,bulk-import-idem-158
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-159,20,0,0,bulk-import-idem-159
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-160,20,0,0,bulk-import-idem-160
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-161,20,0,0,bulk-import-idem-161
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-162,20,0,0,bulk-import-idem-162
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-163,20,0,0,bulk-import-idem-163
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-164,20,0,0,bulk-import-idem-164
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-165,20,0,0,bulk-import-idem-165
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-166,20,0,0,bulk-import-idem-166
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-167,20,0,0,bulk-import-idem-167
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-168,20,0,0,bulk-import-idem-168
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-169,20,0,0,bulk-import-idem-169
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-170,20,0,0,bulk-import-idem-170
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-171,20,0,0,bulk-import-idem-171
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-172,20,0,0,bulk-import-idem-172
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-173,20,0,0,bulk-import-idem-173
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-174,20,0,0,bulk-import-idem-174
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-175,20,0,0,bulk-import-idem-175
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-176,20,0,0,bulk-import-idem-176
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-177,20,0,0,bulk-import-idem-177
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-178,20,0,0,bulk-import-idem-178
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-179,20,0,0,bulk-import-idem-179
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-180,20,0,0,bulk-import-idem-180
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-181,20,0,0,bulk-import-idem-181
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-182,20,0,0,bulk-import-idem-182
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-183,20,0,0,bulk-import-idem-183
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-184,20,0,0,bulk-import-idem-184
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-185,20,0,0,bulk-import-idem-185
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-186,20,0,0,bulk-import-idem-186
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-187,20,0,0,bulk-import-idem-187
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-188,20,0,0,bulk-import-idem-188
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-189,20,0,0,bulk-import-idem-189
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-190,20,0,0,bulk-import-idem-190
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-191,20,0,0,bulk-import-idem-191
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-192,20,0,0,bulk-import-idem-192
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-193,20,0,0,bulk-import-idem-193
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-194,20,0,0,bulk-import-idem-194
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-195,20,0,0,bulk-import-idem-195
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-196,20,0,0,bulk-import-idem-196
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-197,20,0,0,bulk-import-idem-197
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-198,20,0,0,bulk-import-idem-198
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-199,20,0,0,bulk-import-idem-199
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-200,20,0,0,bulk-import-idem-200
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-201,20,0,0,bulk-import-idem-201
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-202,20,0,0,bulk-import-idem-202
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-203,20,0,0,bulk-import-idem-203
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-204,20,0,0,bulk-import-idem-204
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-205,20,0,0,bulk-import-idem-205
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-206,20,0,0,bulk-import-idem-206
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-207,20,0,0,bulk-import-idem-207
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-208,20,0,0,bulk-import-idem-208
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-209,20,0,0,bulk-import-idem-209
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-210,20,0,0,bulk-import-idem-210
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-211,20,0,0,bulk-import-idem-211
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-212,20,0,0,bulk-import-idem-212
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-213,20,0,0,bulk-import-idem-213
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-214,20,0,0,bulk-import-idem-214
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-215,20,0,0,bulk-import-idem-215
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-216,20,0,0,bulk-import-idem-216
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-217,20,0,0,bulk-import-idem-217
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-218,20,0,0,bulk-import-idem-218
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-219,20,0,0,bulk-import-idem-219
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-220,20,0,0,bulk-import-idem-220
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-221,20,0,0,bulk-import-idem-221
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-222,20,0,0,bulk-import-idem-222
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-223,20,0,0,bulk-import-idem-223
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-224,20,0,0,bulk-import-idem-224
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-225,20,0,0,bulk-import-idem-225
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-226,20,0,0,bulk-import-idem-226
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-227,20,0,0,bulk-import-idem-227
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-228,20,0,0,bulk-import-idem-228
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-229,20,0,0,bulk-import-idem-229
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-230,20,0,0,bulk-import-idem-230
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-231,20,0,0,bulk-import-idem-231
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-232,20,0,0,bulk-import-idem-232
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-233,20,0,0,bulk-import-idem-233
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-234,20,0,0,bulk-import-idem-234
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-235,20,0,0,bulk-import-idem-235
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-236,20,0,0,bulk-import-idem-236
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-237,20,0,0,bulk-import-idem-237
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-238,20,0,0,bulk-import-idem-238
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-239,20,0,0,bulk-import-idem-239
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-240,20,0,0,bulk-import-idem-240
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-241,20,0,0,bulk-import-idem-241
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-242,20,0,0,bulk-import-idem-242
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-243,20,0,0,bulk-import-idem-243
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-244,20,0,0,bulk-import-idem-244
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-245,20,0,0,bulk-import-idem-245
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-246,20,0,0,bulk-import-idem-246
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-247,20,0,0,bulk-import-idem-247
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-248,20,0,0,bulk-import-idem-248
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-249,20,0,0,bulk-import-idem-249
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-250,20,0,0,bulk-import-idem-250
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-251,20,0,0,bulk-import-idem-251
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-252,20,0,0,bulk-import-idem-252
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-253,20,0,0,bulk-import-idem-253
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-254,20,0,0,bulk-import-idem-254
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-255,20,0,0,bulk-import-idem-255
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-256,20,0,0,bulk-import-idem-256
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-257,20,0,0,bulk-import-idem-257
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-258,20,0,0,bulk-import-idem-258
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-259,20,0,0,bulk-import-idem-259
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-260,20,0,0,bulk-import-idem-260
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-261,20,0,0,bulk-import-idem-261
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-262,20,0,0,bulk-import-idem-262
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-263,20,0,0,bulk-import-idem-263
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-264,20,0,0,bulk-import-idem-264
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-265,20,0,0,bulk-import-idem-265
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-266,20,0,0,bulk-import-idem-266
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-267,20,0,0,bulk-import-idem-267
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-268,20,0,0,bulk-import-idem-268
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-269,20,0,0,bulk-import-idem-269
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-270,20,0,0,bulk-import-idem-270
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-271,20,0,0,bulk-import-idem-271
shipper-1,carrier-1,vehicle-1,320,3000,10,bulk-import-272,20,0,0,bulk-import-idem-272
