shipperId,carrierId,vehicleId,mileageKm,weightKg,volumeM3,goodsName,extraLoadingFee,subsidy,deduction,idempotencyKey
shipper-2,carrier-2,vehicle-3,19,2819,14,manual-import-20-b20260709182659,39,7,9,manual-import-idem-20-b20260709182659
shipper-1,carrier-1,vehicle-1,321,2820,15,manual-import-21-b20260709182659,40,8,0,manual-import-idem-21-b20260709182659
shipper-1,carrier-1,vehicle-3,322,2821,16,manual-import-22-b20260709182659,41,9,1,manual-import-idem-22-b20260709182659
shipper-2,carrier-2,vehicle-1,22,2822,17,manual-import-23-b20260709182659,42,10,2,manual-import-idem-23-b20260709182659
shipper-2,carrier-2,vehicle-2,23,2823,18,manual-import-24-b20260709182659,43,11,3,manual-import-idem-24-b20260709182659
shipper-2,carrier-2,vehicle-3,24,2824,19,manual-import-25-b20260709182659,44,0,4,manual-import-idem-25-b20260709182659
shipper-1,carrier-1,vehicle-1,326,2825,20,manual-import-26-b20260709182659,45,1,5,manual-import-idem-26-b20260709182659
shipper-1,carrier-1,vehicle-3,327,2826,21,manual-import-27-b20260709182659,46,2,6,manual-import-idem-27-b20260709182659
shipper-2,carrier-2,vehicle-1,27,2827,22,manual-import-28-b20260709182659,47,3,7,manual-import-idem-28-b20260709182659
shipper-2,carrier-2,vehicle-2,28,2828,23,manual-import-29-b20260709182659,48,4,8,manual-import-idem-29-b20260709182659
shipper-2,carrier-2,vehicle-3,29,2829,24,manual-import-30-b20260709182659,49,5,9,manual-import-idem-30-b20260709182659
shipper-1,carrier-1,vehicle-1,331,2830,10,manual-import-31-b20260709182659,50,6,0,manual-import-idem-31-b20260709182659
shipper-1,carrier-1,vehicle-3,332,2831,11,manual-import-32-b20260709182659,51,7,1,manual-import-idem-32-b20260709182659
shipper-2,carrier-2,vehicle-1,32,2832,12,manual-import-33-b20260709182659,52,8,2,manual-import-idem-33-b20260709182659
shipper-2,carrier-2,vehicle-2,33,2833,13,manual-import-34-b20260709182659,53,9,3,manual-import-idem-34-b20260709182659
shipper-2,carrier-2,vehicle-3,34,2834,14,manual-import-35-b20260709182659,54,10,4,manual-import-idem-35-b20260709182659
shipper-1,carrier-1,vehicle-1,336,2835,15,manual-import-36-b20260709182659,55,11,5,manual-import-idem-36-b20260709182659
shipper-1,carrier-1,vehicle-3,337,2836,16,manual-import-37-b20260709182659,56,0,6,manual-import-idem-37-b20260709182659
shipper-2,carrier-2,vehicle-1,37,2837,17,manual-import-38-b20260709182659,57,1,7,manual-import-idem-38-b20260709182659
shipper-2,carrier-2,vehicle-2,38,2838,18,manual-import-39-b20260709182659,58,2,8,manual-import-idem-39-b20260709182659
shipper-2,carrier-2,vehicle-3,39,2839,19,manual-import-40-b20260709182659,59,3,9,manual-import-idem-40-b20260709182659
shipper-1,carrier-1,vehicle-1,341,2840,20,manual-import-41-b20260709182659,20,4,0,manual-import-idem-41-b20260709182659
shipper-1,carrier-1,vehicle-3,342,2841,21,manual-import-42-b20260709182659,21,5,1,manual-import-idem-42-b20260709182659
shipper-2,carrier-2,vehicle-1,42,2842,22,manual-import-43-b20260709182659,22,6,2,manual-import-idem-43-b20260709182659
shipper-2,carrier-2,vehicle-2,43,2843,23,manual-import-44-b20260709182659,23,7,3,manual-import-idem-44-b20260709182659
shipper-2,carrier-2,vehicle-3,44,2844,24,manual-import-45-b20260709182659,24,8,4,manual-import-idem-45-b20260709182659
shipper-1,carrier-1,vehicle-1,346,2845,10,manual-import-46-b20260709182659,25,9,5,manual-import-idem-46-b20260709182659
shipper-1,carrier-1,vehicle-3,347,2846,11,manual-import-47-b20260709182659,26,10,6,manual-import-idem-47-b20260709182659
shipper-2,carrier-2,vehicle-1,47,2847,12,manual-import-48-b20260709182659,27,11,7,manual-import-idem-48-b20260709182659
shipper-2,carrier-2,vehicle-2,48,2848,13,manual-import-49-b20260709182659,28,0,8,manual-import-idem-49-b20260709182659
shipper-2,carrier-2,vehicle-3,49,2849,14,manual-import-50-b20260709182659,29,1,9,manual-import-idem-50-b20260709182659
shipper-1,carrier-1,vehicle-1,351,2850,15,manual-import-51-b20260709182659,30,2,0,manual-import-idem-51-b20260709182659
shipper-1,carrier-1,vehicle-3,352,2851,16,manual-import-52-b20260709182659,31,3,1,manual-import-idem-52-b20260709182659
shipper-2,carrier-2,vehicle-1,52,2852,17,manual-import-53-b20260709182659,32,4,2,manual-import-idem-53-b20260709182659
shipper-2,carrier-2,vehicle-2,53,2853,18,manual-import-54-b20260709182659,33,5,3,manual-import-idem-54-b20260709182659
shipper-2,carrier-2,vehicle-3,54,2854,19,manual-import-55-b20260709182659,34,6,4,manual-import-idem-55-b20260709182659
shipper-1,carrier-1,vehicle-1,356,2855,20,manual-import-56-b20260709182659,35,7,5,manual-import-idem-56-b20260709182659
shipper-1,carrier-1,vehicle-3,357,2856,21,manual-import-57-b20260709182659,36,8,6,manual-import-idem-57-b20260709182659
shipper-2,carrier-2,vehicle-1,57,2857,22,manual-import-58-b20260709182659,37,9,7,manual-import-idem-58-b20260709182659
shipper-2,carrier-2,vehicle-2,58,2858,23,manual-import-59-b20260709182659,38,10,8,manual-import-idem-59-b20260709182659
shipper-2,carrier-2,vehicle-3,59,2859,24,manual-import-60-b20260709182659,39,11,9,manual-import-idem-60-b20260709182659
shipper-1,carrier-1,vehicle-1,361,2860,10,manual-import-61-b20260709182659,40,0,0,manual-import-idem-61-b20260709182659
shipper-1,carrier-1,vehicle-3,362,2861,11,manual-import-62-b20260709182659,41,1,1,manual-import-idem-62-b20260709182659
shipper-2,carrier-2,vehicle-1,62,2862,12,manual-import-63-b20260709182659,42,2,2,manual-import-idem-63-b20260709182659
shipper-2,carrier-2,vehicle-2,63,2863,13,manual-import-64-b20260709182659,43,3,3,manual-import-idem-64-b20260709182659
shipper-2,carrier-2,vehicle-3,64,2864,14,manual-import-65-b20260709182659,44,4,4,manual-import-idem-65-b20260709182659
shipper-1,carrier-1,vehicle-1,366,2865,15,manual-import-66-b20260709182659,45,5,5,manual-import-idem-66-b20260709182659
shipper-1,carrier-1,vehicle-3,367,2866,16,manual-import-67-b20260709182659,46,6,6,manual-import-idem-67-b20260709182659
shipper-2,carrier-2,vehicle-1,67,2867,17,manual-import-68-b20260709182659,47,7,7,manual-import-idem-68-b20260709182659
shipper-2,carrier-2,vehicle-2,68,2868,18,manual-import-69-b20260709182659,48,8,8,manual-import-idem-69-b20260709182659
shipper-2,carrier-2,vehicle-3,69,2869,19,manual-import-70-b20260709182659,49,9,9,manual-import-idem-70-b20260709182659
shipper-1,carrier-1,vehicle-1,371,2870,20,manual-import-71-b20260709182659,50,10,0,manual-import-idem-71-b20260709182659
shipper-1,carrier-1,vehicle-3,372,2871,21,manual-import-72-b20260709182659,51,11,1,manual-import-idem-72-b20260709182659
shipper-2,carrier-2,vehicle-1,72,2872,22,manual-import-73-b20260709182659,52,0,2,manual-import-idem-73-b20260709182659
shipper-2,carrier-2,vehicle-2,73,2873,23,manual-import-74-b20260709182659,53,1,3,manual-import-idem-74-b20260709182659
shipper-2,carrier-2,vehicle-3,74,2874,24,manual-import-75-b20260709182659,54,2,4,manual-import-idem-75-b20260709182659
shipper-1,carrier-1,vehicle-1,376,2875,10,manual-import-76-b20260709182659,55,3,5,manual-import-idem-76-b20260709182659
shipper-1,carrier-1,vehicle-3,377,2876,11,manual-import-77-b20260709182659,56,4,6,manual-import-idem-77-b20260709182659
shipper-2,carrier-2,vehicle-1,77,2877,12,manual-import-78-b20260709182659,57,5,7,manual-import-idem-78-b20260709182659
shipper-2,carrier-2,vehicle-2,78,2878,13,manual-import-79-b20260709182659,58,6,8,manual-import-idem-79-b20260709182659
shipper-2,carrier-2,vehicle-3,79,2879,14,manual-import-80-b20260709182659,59,7,9,manual-import-idem-80-b20260709182659
shipper-1,carrier-1,vehicle-1,381,2880,15,manual-import-81-b20260709182659,20,8,0,manual-import-idem-81-b20260709182659
shipper-1,carrier-1,vehicle-3,382,2881,16,manual-import-82-b20260709182659,21,9,1,manual-import-idem-82-b20260709182659
shipper-2,carrier-2,vehicle-1,82,2882,17,manual-import-83-b20260709182659,22,10,2,manual-import-idem-83-b20260709182659
shipper-2,carrier-2,vehicle-2,83,2883,18,manual-import-84-b20260709182659,23,11,3,manual-import-idem-84-b20260709182659
shipper-2,carrier-2,vehicle-3,84,2884,19,manual-import-85-b20260709182659,24,0,4,manual-import-idem-85-b20260709182659
shipper-1,carrier-1,vehicle-1,386,2885,20,manual-import-86-b20260709182659,25,1,5,manual-import-idem-86-b20260709182659
shipper-1,carrier-1,vehicle-3,387,2886,21,manual-import-87-b20260709182659,26,2,6,manual-import-idem-87-b20260709182659
shipper-2,carrier-2,vehicle-1,87,2887,22,manual-import-88-b20260709182659,27,3,7,manual-import-idem-88-b20260709182659
shipper-2,carrier-2,vehicle-2,88,2888,23,manual-import-89-b20260709182659,28,4,8,manual-import-idem-89-b20260709182659
shipper-2,carrier-2,vehicle-3,89,2889,24,manual-import-90-b20260709182659,29,5,9,manual-import-idem-90-b20260709182659
shipper-1,carrier-1,vehicle-1,391,2890,10,manual-import-91-b20260709182659,30,6,0,manual-import-idem-91-b20260709182659
shipper-1,carrier-1,vehicle-3,392,2891,11,manual-import-92-b20260709182659,31,7,1,manual-import-idem-92-b20260709182659
shipper-2,carrier-2,vehicle-1,92,2892,12,manual-import-93-b20260709182659,32,8,2,manual-import-idem-93-b20260709182659
shipper-2,carrier-2,vehicle-2,93,2893,13,manual-import-94-b20260709182659,33,9,3,manual-import-idem-94-b20260709182659
shipper-2,carrier-2,vehicle-3,94,2894,14,manual-import-95-b20260709182659,34,10,4,manual-import-idem-95-b20260709182659
shipper-1,carrier-1,vehicle-1,396,2895,15,manual-import-96-b20260709182659,35,11,5,manual-import-idem-96-b20260709182659
shipper-1,carrier-1,vehicle-3,397,2896,16,manual-import-97-b20260709182659,36,0,6,manual-import-idem-97-b20260709182659
shipper-2,carrier-2,vehicle-1,97,2897,17,manual-import-98-b20260709182659,37,1,7,manual-import-idem-98-b20260709182659
shipper-2,carrier-2,vehicle-2,98,2898,18,manual-import-99-b20260709182659,38,2,8,manual-import-idem-99-b20260709182659
shipper-2,carrier-2,vehicle-3,99,2899,19,manual-import-100-b20260709182659,39,3,9,manual-import-idem-100-b20260709182659
shipper-1,carrier-1,vehicle-1,401,2900,20,manual-import-101-b20260709182659,40,4,0,manual-import-idem-101-b20260709182659
shipper-1,carrier-1,vehicle-3,402,2901,21,manual-import-102-b20260709182659,41,5,1,manual-import-idem-102-b20260709182659
shipper-2,carrier-2,vehicle-1,102,2902,22,manual-import-103-b20260709182659,42,6,2,manual-import-idem-103-b20260709182659
shipper-2,carrier-2,vehicle-2,103,2903,23,manual-import-104-b20260709182659,43,7,3,manual-import-idem-104-b20260709182659
shipper-2,carrier-2,vehicle-3,104,2904,24,manual-import-105-b20260709182659,44,8,4,manual-import-idem-105-b20260709182659
shipper-1,carrier-1,vehicle-1,406,2905,10,manual-import-106-b20260709182659,45,9,5,manual-import-idem-106-b20260709182659
shipper-1,carrier-1,vehicle-3,407,2906,11,manual-import-107-b20260709182659,46,10,6,manual-import-idem-107-b20260709182659
shipper-2,carrier-2,vehicle-1,107,2907,12,manual-import-108-b20260709182659,47,11,7,manual-import-idem-108-b20260709182659
shipper-2,carrier-2,vehicle-2,108,2908,13,manual-import-109-b20260709182659,48,0,8,manual-import-idem-109-b20260709182659
shipper-2,carrier-2,vehicle-3,109,2909,14,manual-import-110-b20260709182659,49,1,9,manual-import-idem-110-b20260709182659
shipper-1,carrier-1,vehicle-1,411,2910,15,manual-import-111-b20260709182659,50,2,0,manual-import-idem-111-b20260709182659
shipper-1,carrier-1,vehicle-3,412,2911,16,manual-import-112-b20260709182659,51,3,1,manual-import-idem-112-b20260709182659
shipper-2,carrier-2,vehicle-1,112,2912,17,manual-import-113-b20260709182659,52,4,2,manual-import-idem-113-b20260709182659
shipper-2,carrier-2,vehicle-2,113,2913,18,manual-import-114-b20260709182659,53,5,3,manual-import-idem-114-b20260709182659
shipper-2,carrier-2,vehicle-3,114,2914,19,manual-import-115-b20260709182659,54,6,4,manual-import-idem-115-b20260709182659
shipper-1,carrier-1,vehicle-1,416,2915,20,manual-import-116-b20260709182659,55,7,5,manual-import-idem-116-b20260709182659
shipper-1,carrier-1,vehicle-3,417,2916,21,manual-import-117-b20260709182659,56,8,6,manual-import-idem-117-b20260709182659
shipper-2,carrier-2,vehicle-1,117,2917,22,manual-import-118-b20260709182659,57,9,7,manual-import-idem-118-b20260709182659
shipper-2,carrier-2,vehicle-2,118,2918,23,manual-import-119-b20260709182659,58,10,8,manual-import-idem-119-b20260709182659
shipper-2,carrier-2,vehicle-3,119,2919,24,manual-import-120-b20260709182659,59,11,9,manual-import-idem-120-b20260709182659
shipper-1,carrier-1,vehicle-1,421,2920,10,manual-import-121-b20260709182659,20,0,0,manual-import-idem-121-b20260709182659
shipper-1,carrier-1,vehicle-3,422,2921,11,manual-import-122-b20260709182659,21,1,1,manual-import-idem-122-b20260709182659
shipper-2,carrier-2,vehicle-1,122,2922,12,manual-import-123-b20260709182659,22,2,2,manual-import-idem-123-b20260709182659
shipper-2,carrier-2,vehicle-2,123,2923,13,manual-import-124-b20260709182659,23,3,3,manual-import-idem-124-b20260709182659
shipper-2,carrier-2,vehicle-3,124,2924,14,manual-import-125-b20260709182659,24,4,4,manual-import-idem-125-b20260709182659
shipper-1,carrier-1,vehicle-1,426,2925,15,manual-import-126-b20260709182659,25,5,5,manual-import-idem-126-b20260709182659
shipper-1,carrier-1,vehicle-3,427,2926,16,manual-import-127-b20260709182659,26,6,6,manual-import-idem-127-b20260709182659
shipper-2,carrier-2,vehicle-1,127,2927,17,manual-import-128-b20260709182659,27,7,7,manual-import-idem-128-b20260709182659
shipper-2,carrier-2,vehicle-2,128,2928,18,manual-import-129-b20260709182659,28,8,8,manual-import-idem-129-b20260709182659
shipper-2,carrier-2,vehicle-3,129,2929,19,manual-import-130-b20260709182659,29,9,9,manual-import-idem-130-b20260709182659
shipper-1,carrier-1,vehicle-1,431,2930,20,manual-import-131-b20260709182659,30,10,0,manual-import-idem-131-b20260709182659
shipper-1,carrier-1,vehicle-3,432,2931,21,manual-import-132-b20260709182659,31,11,1,manual-import-idem-132-b20260709182659
shipper-2,carrier-2,vehicle-1,132,2932,22,manual-import-133-b20260709182659,32,0,2,manual-import-idem-133-b20260709182659
shipper-2,carrier-2,vehicle-2,133,2933,23,manual-import-134-b20260709182659,33,1,3,manual-import-idem-134-b20260709182659
shipper-2,carrier-2,vehicle-3,134,2934,24,manual-import-135-b20260709182659,34,2,4,manual-import-idem-135-b20260709182659
shipper-1,carrier-1,vehicle-1,436,2935,10,manual-import-136-b20260709182659,35,3,5,manual-import-idem-136-b20260709182659
shipper-1,carrier-1,vehicle-3,437,2936,11,manual-import-137-b20260709182659,36,4,6,manual-import-idem-137-b20260709182659
shipper-2,carrier-2,vehicle-1,137,2937,12,manual-import-138-b20260709182659,37,5,7,manual-import-idem-138-b20260709182659
shipper-2,carrier-2,vehicle-2,138,2938,13,manual-import-139-b20260709182659,38,6,8,manual-import-idem-139-b20260709182659
shipper-2,carrier-2,vehicle-3,139,2939,14,manual-import-140-b20260709182659,39,7,9,manual-import-idem-140-b20260709182659
shipper-1,carrier-1,vehicle-1,441,2940,15,manual-import-141-b20260709182659,40,8,0,manual-import-idem-141-b20260709182659
shipper-1,carrier-1,vehicle-3,442,2941,16,manual-import-142-b20260709182659,41,9,1,manual-import-idem-142-b20260709182659
shipper-2,carrier-2,vehicle-1,142,2942,17,manual-import-143-b20260709182659,42,10,2,manual-import-idem-143-b20260709182659
shipper-2,carrier-2,vehicle-2,143,2943,18,manual-import-144-b20260709182659,43,11,3,manual-import-idem-144-b20260709182659
shipper-2,carrier-2,vehicle-3,144,2944,19,manual-import-145-b20260709182659,44,0,4,manual-import-idem-145-b20260709182659
shipper-1,carrier-1,vehicle-1,446,2945,20,manual-import-146-b20260709182659,45,1,5,manual-import-idem-146-b20260709182659
shipper-1,carrier-1,vehicle-3,447,2946,21,manual-import-147-b20260709182659,46,2,6,manual-import-idem-147-b20260709182659
shipper-2,carrier-2,vehicle-1,147,2947,22,manual-import-148-b20260709182659,47,3,7,manual-import-idem-148-b20260709182659
shipper-2,carrier-2,vehicle-2,148,2948,23,manual-import-149-b20260709182659,48,4,8,manual-import-idem-149-b20260709182659
shipper-2,carrier-2,vehicle-3,149,2949,24,manual-import-150-b20260709182659,49,5,9,manual-import-idem-150-b20260709182659
shipper-1,carrier-1,vehicle-1,451,2950,10,manual-import-151-b20260709182659,50,6,0,manual-import-idem-151-b20260709182659
shipper-1,carrier-1,vehicle-3,452,2951,11,manual-import-152-b20260709182659,51,7,1,manual-import-idem-152-b20260709182659
shipper-2,carrier-2,vehicle-1,152,2952,12,manual-import-153-b20260709182659,52,8,2,manual-import-idem-153-b20260709182659
shipper-2,carrier-2,vehicle-2,153,2953,13,manual-import-154-b20260709182659,53,9,3,manual-import-idem-154-b20260709182659
shipper-2,carrier-2,vehicle-3,154,2954,14,manual-import-155-b20260709182659,54,10,4,manual-import-idem-155-b20260709182659
shipper-1,carrier-1,vehicle-1,456,2955,15,manual-import-156-b20260709182659,55,11,5,manual-import-idem-156-b20260709182659
shipper-1,carrier-1,vehicle-3,457,2956,16,manual-import-157-b20260709182659,56,0,6,manual-import-idem-157-b20260709182659
shipper-2,carrier-2,vehicle-1,157,2957,17,manual-import-158-b20260709182659,57,1,7,manual-import-idem-158-b20260709182659
shipper-2,carrier-2,vehicle-2,158,2958,18,manual-import-159-b20260709182659,58,2,8,manual-import-idem-159-b20260709182659
shipper-2,carrier-2,vehicle-3,159,2959,19,manual-import-160-b20260709182659,59,3,9,manual-import-idem-160-b20260709182659
shipper-1,carrier-1,vehicle-1,461,2960,20,manual-import-161-b20260709182659,20,4,0,manual-import-idem-161-b20260709182659
shipper-1,carrier-1,vehicle-3,462,2961,21,manual-import-162-b20260709182659,21,5,1,manual-import-idem-162-b20260709182659
shipper-2,carrier-2,vehicle-1,162,2962,22,manual-import-163-b20260709182659,22,6,2,manual-import-idem-163-b20260709182659
shipper-2,carrier-2,vehicle-2,163,2963,23,manual-import-164-b20260709182659,23,7,3,manual-import-idem-164-b20260709182659
shipper-2,carrier-2,vehicle-3,164,2964,24,manual-import-165-b20260709182659,24,8,4,manual-import-idem-165-b20260709182659
shipper-1,carrier-1,vehicle-1,466,2965,10,manual-import-166-b20260709182659,25,9,5,manual-import-idem-166-b20260709182659
shipper-1,carrier-1,vehicle-3,467,2966,11,manual-import-167-b20260709182659,26,10,6,manual-import-idem-167-b20260709182659
shipper-2,carrier-2,vehicle-1,167,2967,12,manual-import-168-b20260709182659,27,11,7,manual-import-idem-168-b20260709182659
shipper-2,carrier-2,vehicle-2,168,2968,13,manual-import-169-b20260709182659,28,0,8,manual-import-idem-169-b20260709182659
shipper-2,carrier-2,vehicle-3,169,2969,14,manual-import-170-b20260709182659,29,1,9,manual-import-idem-170-b20260709182659
shipper-1,carrier-1,vehicle-1,471,2970,15,manual-import-171-b20260709182659,30,2,0,manual-import-idem-171-b20260709182659
shipper-1,carrier-1,vehicle-3,472,2971,16,manual-import-172-b20260709182659,31,3,1,manual-import-idem-172-b20260709182659
shipper-2,carrier-2,vehicle-1,172,2972,17,manual-import-173-b20260709182659,32,4,2,manual-import-idem-173-b20260709182659
shipper-2,carrier-2,vehicle-2,173,2973,18,manual-import-174-b20260709182659,33,5,3,manual-import-idem-174-b20260709182659
shipper-2,carrier-2,vehicle-3,174,2974,19,manual-import-175-b20260709182659,34,6,4,manual-import-idem-175-b20260709182659
shipper-1,carrier-1,vehicle-1,476,2975,20,manual-import-176-b20260709182659,35,7,5,manual-import-idem-176-b20260709182659
shipper-1,carrier-1,vehicle-3,477,2976,21,manual-import-177-b20260709182659,36,8,6,manual-import-idem-177-b20260709182659
shipper-2,carrier-2,vehicle-1,177,2977,22,manual-import-178-b20260709182659,37,9,7,manual-import-idem-178-b20260709182659
shipper-2,carrier-2,vehicle-2,178,2978,23,manual-import-179-b20260709182659,38,10,8,manual-import-idem-179-b20260709182659
shipper-2,carrier-2,vehicle-3,179,2979,24,manual-import-180-b20260709182659,39,11,9,manual-import-idem-180-b20260709182659
shipper-1,carrier-1,vehicle-1,481,2980,10,manual-import-181-b20260709182659,40,0,0,manual-import-idem-181-b20260709182659
shipper-1,carrier-1,vehicle-3,482,2981,11,manual-import-182-b20260709182659,41,1,1,manual-import-idem-182-b20260709182659
shipper-2,carrier-2,vehicle-1,182,2982,12,manual-import-183-b20260709182659,42,2,2,manual-import-idem-183-b20260709182659
shipper-2,carrier-2,vehicle-2,183,2983,13,manual-import-184-b20260709182659,43,3,3,manual-import-idem-184-b20260709182659
shipper-2,carrier-2,vehicle-3,184,2984,14,manual-import-185-b20260709182659,44,4,4,manual-import-idem-185-b20260709182659
shipper-1,carrier-1,vehicle-1,486,2985,15,manual-import-186-b20260709182659,45,5,5,manual-import-idem-186-b20260709182659
shipper-1,carrier-1,vehicle-3,487,2986,16,manual-import-187-b20260709182659,46,6,6,manual-import-idem-187-b20260709182659
shipper-2,carrier-2,vehicle-1,187,2987,17,manual-import-188-b20260709182659,47,7,7,manual-import-idem-188-b20260709182659
shipper-2,carrier-2,vehicle-2,188,2988,18,manual-import-189-b20260709182659,48,8,8,manual-import-idem-189-b20260709182659
shipper-2,carrier-2,vehicle-3,189,2989,19,manual-import-190-b20260709182659,49,9,9,manual-import-idem-190-b20260709182659
shipper-1,carrier-1,vehicle-1,491,2990,20,manual-import-191-b20260709182659,50,10,0,manual-import-idem-191-b20260709182659
shipper-1,carrier-1,vehicle-3,492,2991,21,manual-import-192-b20260709182659,51,11,1,manual-import-idem-192-b20260709182659
shipper-2,carrier-2,vehicle-1,192,2992,22,manual-import-193-b20260709182659,52,0,2,manual-import-idem-193-b20260709182659
shipper-2,carrier-2,vehicle-2,193,2993,23,manual-import-194-b20260709182659,53,1,3,manual-import-idem-194-b20260709182659
shipper-2,carrier-2,vehicle-3,194,2994,24,manual-import-195-b20260709182659,54,2,4,manual-import-idem-195-b20260709182659
shipper-1,carrier-1,vehicle-1,496,2995,10,manual-import-196-b20260709182659,55,3,5,manual-import-idem-196-b20260709182659
shipper-1,carrier-1,vehicle-3,497,2996,11,manual-import-197-b20260709182659,56,4,6,manual-import-idem-197-b20260709182659
shipper-2,carrier-2,vehicle-1,197,2997,12,manual-import-198-b20260709182659,57,5,7,manual-import-idem-198-b20260709182659
shipper-2,carrier-2,vehicle-2,198,2998,13,manual-import-199-b20260709182659,58,6,8,manual-import-idem-199-b20260709182659
shipper-2,carrier-2,vehicle-3,199,2999,14,manual-import-200-b20260709182659,59,7,9,manual-import-idem-200-b20260709182659
shipper-1,carrier-1,vehicle-1,501,3000,15,manual-import-201-b20260709182659,20,8,0,manual-import-idem-201-b20260709182659
shipper-1,carrier-1,vehicle-3,502,3001,16,manual-import-202-b20260709182659,21,9,1,manual-import-idem-202-b20260709182659
shipper-2,carrier-2,vehicle-1,202,3002,17,manual-import-203-b20260709182659,22,10,2,manual-import-idem-203-b20260709182659
shipper-2,carrier-2,vehicle-2,203,3003,18,manual-import-204-b20260709182659,23,11,3,manual-import-idem-204-b20260709182659
shipper-2,carrier-2,vehicle-3,204,3004,19,manual-import-205-b20260709182659,24,0,4,manual-import-idem-205-b20260709182659
shipper-1,carrier-1,vehicle-1,506,3005,20,manual-import-206-b20260709182659,25,1,5,manual-import-idem-206-b20260709182659
shipper-1,carrier-1,vehicle-3,507,3006,21,manual-import-207-b20260709182659,26,2,6,manual-import-idem-207-b20260709182659
shipper-2,carrier-2,vehicle-1,207,3007,22,manual-import-208-b20260709182659,27,3,7,manual-import-idem-208-b20260709182659
shipper-2,carrier-2,vehicle-2,208,3008,23,manual-import-209-b20260709182659,28,4,8,manual-import-idem-209-b20260709182659
shipper-2,carrier-2,vehicle-3,209,3009,24,manual-import-210-b20260709182659,29,5,9,manual-import-idem-210-b20260709182659
shipper-1,carrier-1,vehicle-1,511,3010,10,manual-import-211-b20260709182659,30,6,0,manual-import-idem-211-b20260709182659
shipper-1,carrier-1,vehicle-3,512,3011,11,manual-import-212-b20260709182659,31,7,1,manual-import-idem-212-b20260709182659
shipper-2,carrier-2,vehicle-1,212,3012,12,manual-import-213-b20260709182659,32,8,2,manual-import-idem-213-b20260709182659
shipper-2,carrier-2,vehicle-2,213,3013,13,manual-import-214-b20260709182659,33,9,3,manual-import-idem-214-b20260709182659
shipper-2,carrier-2,vehicle-3,214,3014,14,manual-import-215-b20260709182659,34,10,4,manual-import-idem-215-b20260709182659
shipper-1,carrier-1,vehicle-1,516,3015,15,manual-import-216-b20260709182659,35,11,5,manual-import-idem-216-b20260709182659
shipper-1,carrier-1,vehicle-3,517,3016,16,manual-import-217-b20260709182659,36,0,6,manual-import-idem-217-b20260709182659
shipper-2,carrier-2,vehicle-1,217,3017,17,manual-import-218-b20260709182659,37,1,7,manual-import-idem-218-b20260709182659
shipper-2,carrier-2,vehicle-2,218,3018,18,manual-import-219-b20260709182659,38,2,8,manual-import-idem-219-b20260709182659
shipper-2,carrier-2,vehicle-3,219,3019,19,manual-import-220-b20260709182659,39,3,9,manual-import-idem-220-b20260709182659
